,x,y
0,-0.2545988115263751,45.8355800473331
1,5.507143064099161,68.44815235744446
2,3.3199394181140507,-0.9510310535048712
3,1.986584841970366,-4.024991723711713
4,-2.439813595575635,-16.37482564039904
5,-2.4400547966379733,2.587398237310431
6,-3.419163878318005,-20.35432272637388
7,4.661761457749352,53.96308606186548
8,2.011150117432088,11.90616530339484
9,3.0807257779604544,-43.42258090153083
10,-3.7941550570419755,-18.12500676087442
11,5.699098521619943,65.53576706958434
12,4.324426408004218,0.820737095881519
13,-1.8766088932172384,43.99722966641118
14,-2.181750327928994,50.78320174051622
15,-2.165954901465662,48.52101090580413
16,-0.9575775704046228,10.516590742704317
17,1.2475643163223786,3.0003772698221196
18,0.3194501864211574,29.874767096332242
19,-1.0877085980195806,56.139371259060596
20,2.118528947223795,-9.427933917869781
21,-2.6050613934795814,12.443066837567677
22,-1.0785535146478185,4.08063712027996
23,-0.336381567063083,-1.8509785071686835
24,0.5606998421703597,39.127900021613144
25,3.8517596139301364,41.926785878033655
26,-2.003262178416403,25.561816264958534
27,1.1423443841361163,37.02370003976128
28,1.924145688620425,13.037670891929324
29,-3.5354958728000225,-29.965137293959266
30,2.075448519014383,11.882403806789997
31,-2.294758763127085,61.67628814490515
32,-3.349484070147205,-6.904522369773458
33,5.488855372533333,102.28713076671507
34,5.656320330745594,7.125750470383878
35,4.083973481164611,32.794551035275234
36,-0.9538623082662934,33.66327708919423
37,-3.0232788599361613,-1.8123302992273693
38,2.8423302651215687,2.4442327922113645
39,0.40152493739601347,-29.02667093580745
40,-2.7796176515522117,7.285232632474963
41,0.9517691011127019,23.09822243076559
42,-3.656114788847816,17.555350689411938
43,5.093204020787821,30.974875125395393
44,-1.4122001839998308,11.306955259709028
45,2.62522284353982,-12.243964862918205
46,-0.8828892391058902,54.154954810797
47,1.2006802117781081,19.482996674290955
48,1.4671027934327965,-4.922992212747701
49,-2.1514554447447294,38.27864295530823
